voyage_id,vessel_id,fuel_type,speed,fuel_tonnes,fuel_cost,wtw_ghg
VOY001,V004,LNG,20.0,23.86535534696851,16705.748742877957,76.36913711029923
VOY002,V003,HFO,17.0,86.93216550915238,47812.69103003381,304.26257928203336
VOY003,V005,LNG,15.479999315163365,6.856020613590658,4799.21442951346,21.939265963490108
VOY004,V002,LNG,18.0,51.518862338831674,36063.203637182174,164.86035948426138
